Demo_spol,Demo_starost,Demo_regija,D11,S2,Q0B4_r1,Q0B4_r2,Q0B4_r3,Q0B4_r4,Q0B3,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1a_11,Q1a_1_other,Q1a_2_other,Q1a_3_other,Q1a_4_other,Q1a_5_other,Q1a_6_other,Q1a_7_other,Q1a_8_other,Q1a_9_other,Q1a_10_other,Q2a_1,Q2a_2,Q2a_3,Q2a_4,Q2a_5,Q2a_6,Q2a_7,Q2a_8,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1b_9,Q1b_10,Q1b_11,Q1b_1_other,Q1b_2_other,Q1b_3_other,Q1b_4_other,Q1b_5_other,Q1b_6_other,Q1b_7_other,Q1b_8_other,Q1b_9_other,Q1b_10_other,Q2b_1,Q2b_2,Q2b_3,Q2b_4,Q2b_5,Q2b_6,PREFmobilni,PREFmobilni_8_other,PREFfix
1,29,8,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A2,Hot, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,Telekom,Telemach,T2,A1,Cisco,T-mobile,Verison, , , ,1,1,1,1,0,0,1, ,1
1,29,4,4,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Amis,T2,Telekom,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,T2,Amis,Telemach,Telekom,A2, , , , , ,1,1,1,1,1,0,1, ,4
2,20,7,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,telekom,telemach,T-2,A1,bob, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,TELEMACH,T-2,HOT.SI, , , , , , ,1,1,1,1,0,0,1, ,1
1,27,9,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Telemach,T2,Bob,Hofer, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Telekom,T2, , , , , , ,1,0,0,0,0,0,1, ,1
1,19,7,2,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Hot,Bob, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,1
1,30,8,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,T-2,Telekom,A1,Bob,Tusmobil,Hofer, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T-2,Netflix,Neo,Voyo, , , , , , ,1,1,1,0,0,0,1, ,1
2,26,2,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Telemach,T2,Bob,Ario, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,A1,Eon,Neon,Telemach,Telekom,Hothofer, , , , ,1,1,1,1,1,0,1, ,4
1,30,1,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Simobil,A1,Hot mobil, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telekom, , , , , , , ,1,1,1,1,1,0,6, ,3
1,20,12,9,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Bob,A1, , , , , , ,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,T2,Telekom, , , , , , , , ,1,0,1,1,0,0,9, ,6
1,24,7,4,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,0,1,0,1,0,1, ,1
2,24,12,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,T2,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,1,1,1,0,0,9, ,6
2,23,8,9,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,/, , , , , , , , , ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/, , , , , , , , , ,1,0,0,0,0,0,1, ,1
1,17,8,9,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,telekom,a1,t2,telemach,hot,bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,t2,a1, , , , , , ,1,1,1,1,1,0,1, ,1
1,20,2,1,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,Telemach,A1,T2,Hot,SparMobil, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,a1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
1,55,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telekom,T2,A1, , , , , , , ,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,T2, , , , , , , , ,1,1,1,1,1,0,1, ,1
1,38,10,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,Telekom,T2,A1,Sanmix,Telemach,Voyo, , , , ,1,1,1,1,1,0,5, ,2
1,45,2,4,2,1,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Telemach,Bob,Hofer,T2, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,1,0,1, ,3
1,37,11,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,Telemach,T2,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,1,0,1, ,1
1,33,1,5,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Bob,Telekom,Telemach,A1,Hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,Telekom,A1, , , , , , ,1,1,1,1,0,0,6, ,3
1,44,1,4,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,T2,Telekom,A1,Bob,Hofer, , , , , ,1,1,1,1,0,0,1, ,1
1,40,6,9,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,T2,Telekom, , , , , , , , ,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,T2, , , , , , , , ,1,0,0,1,0,0,1, ,1
2,36,8,3,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,Telekom,A1, , , , , , , , ,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,A1, , , , , , , , ,1,1,1,0,0,0,1, ,2
1,31,8,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Tuš mobil,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemah,t2,hofer,telekom, , , , , , ,1,1,1,1,1,0,1, ,1
2,50,4,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,A1,amis,telemach, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,telekom,t2,amis,a1,telemach, , , , , ,1,1,1,1,1,0,1, ,1
2,35,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Telekom Slovenije,A1,Bob,Hot,Telemach,T2,Spar, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
1,37,2,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,Bob, , , , , , ,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Telemach, , , , , , , ,1,1,1,1,0,0,1, ,1
2,47,9,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telekom,Telrmach,Hofer,Spar mobil,A1,T2, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,Telemach,A1,Hofer,A1,Telekom,T2, , , , ,1,1,1,1,1,0,2, ,2
1,51,7,9,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telecom,Telemach,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telecom,Telemah,T2, , , , , , , ,1,1,1,1,0,0,1, ,1
2,38,2,6,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,t2,a1, , , , , , ,1,1,1,1,0,0,1, ,3
2,33,5,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Telemach,T-2,Bob,Hot, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T-2, , , , , , ,1,1,1,1,1,0,1, ,1
1,32,7,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Telemah,T2,Izimobil,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemah,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,4
1,50,6,3,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,a1, , , , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,telekom,t2,a1, , , , , , , ,1,1,1,1,0,0,1, ,1
2,51,1,5,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,A1, , , , , , , , ,1,1,1,1,0,0,1, ,1
2,44,2,9,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telemach,Telekom,A1,T2,Hot,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Hot,T2, , , , , ,1,1,1,1,1,0,9, ,6
1,31,4,5,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,Izi, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Siol, , , , , , , ,1,1,1,1,1,0,2, ,2
1,34,1,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,Telemach,T-2,Bob, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,3
2,36,8,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Hofer, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Telemach, , , , , , , ,1,1,1,1,1,0,1, ,1
2,47,8,4,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,tuš mobil,telemach, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,telekom,t2,telemach, , , , , , , ,1,1,1,1,0,0,1, ,1
1,52,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,BOB,T2,SiMobil,Izi,Telemah,Hofer mobil,Sparmobil,redoTelekom,Re:do, ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,T2,Telekom, , , , , , ,1,1,1,1,1,0,8,Orange,1
2,43,2,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,T1, , , , , , , ,1,1,1,1,1,0,1, ,1
1,47,2,6,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,telemach,t2, , , , , , ,1,1,1,1,0,0,1, ,1
1,42,2,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,Telemach,T2,Hot, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
2,37,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,a1,telekom slovenije,bob,telemach,t2,hofer telekom,spar mobil,redo,izi mobil, ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,a1,t2,telekom slovenije,telemach, , , , , , ,1,1,1,1,1,0,1, ,4
2,34,4,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Hofer,Telekom,Telemach,A1,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,4
1,33,8,4,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,t2, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,t2,telekom,a1,telemach, , , , , , ,1,1,1,1,1,0,1, ,4
2,52,8,9,2,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,TELEKOM SLOVENIJE,A1,T-2,TELEMACH,HOFER HOT,SPAR MOBIL, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,TELEKOM SLOVENIJE,A1,T-2,TELEMACH, , , , , , ,1,1,1,1,1,0,1, ,1
1,53,8,4,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,T2, , , , , , , , , ,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T2, , , , , , , , , ,1,1,1,1,1,0,2, ,2
1,35,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Telekom,T-2,Telemah,A1,Bob,Hofer, , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,T-2, , , , , , , ,1,1,1,1,1,0,1, ,1
1,39,8,6,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Hot,Bob,T-2,Telemach, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T-2, , , , , , ,1,1,1,1,0,0,1, ,1
2,45,9,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Hofer, , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,T2,Telemach, , , , , , , , ,1,1,1,1,0,0,5, ,4
2,43,10,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,Hofer,Bob,T2, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,T2, , , , , , , ,1,1,1,1,1,0,1, ,1
1,33,8,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Telekom,A1,Telemach,T2,Re do,Hot hofer,Spar mobil,Bob, , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,1
1,46,9,9,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,TELEMACH,A1,TELEKOM,HOFER, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,TELEMACH,A1,T2, , , , , , , ,1,1,1,1,1,0,1, ,3
2,49,12,4,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenija,A1,Tuš,Hofer, , , , , , ,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom Elovenija,T2, , , , , , , , ,1,0,1,1,0,0,1, ,1
1,44,8,5,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,A1,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,Telemach,A1, , , , , , ,1,1,1,1,1,0,1, ,4
2,61,5,3,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,Telemach,A1, , , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom, , , , , , , ,1,1,1,1,0,0,9, ,1
1,72,9,7,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,Telekom,Telemach,T2,Bob,Hofer,Spar,A1, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,T2,A1, , , , , , ,1,1,1,1,0,0,2, ,3
1,71,7,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Bob,Telekom,Telemach,Hot mobil, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,T2,A1, , , , , , ,1,1,1,1,1,0,1, ,1
2,57,12,4,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,T2,TELEMACH, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,TELEKOM,A1,T2,BOB,TELEMACH, , , , , ,1,1,1,1,0,0,1, ,1
1,67,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Telemach,A1,Telekom,Spar,Hofer,Bob,Izimobil,T2, , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,Telemah,T2,TotalTv, , , , , ,1,1,1,1,1,0,1, ,3
1,63,8,4,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,telakom,a1,telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,a1,telekom,telemach, , , , , , , ,1,1,1,1,0,0,1, ,1
1,63,4,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,telemah,t2,a1,telekom, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,telemach,t2,a1,telecom, , , , , , ,1,1,1,1,1,0,1, ,1
2,71,2,2,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,A1,Bob, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemah,A1, , , , , , , ,1,1,1,1,1,0,1, ,1
1,71,2,2,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,telekom,telemah, , , , , , , , ,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,telekom,telemah, , , , , , , , ,1,0,1,0,0,0,1, ,1
2,56,2,8,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telrmavh,A1,T2, , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,1, ,1
1,65,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,Telekom,Telemach,A1,T2,Spar,Hot,Bob, , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,TV Total,A1,T2, , , , , ,1,1,1,1,1,0,1, ,1
1,58,8,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,A1,Hot,Bob, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telekom Slovenije,A1,Telemach,T2,Total, , , , , ,1,1,1,1,1,0,1, ,1
1,64,9,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,telemah,hot hofer, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,telemah,t2, , , , , , ,1,1,1,1,1,0,1, ,1
1,63,8,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Telemach, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,T2,Telekom, , , , , , ,1,1,1,1,1,0,1, ,3
2,62,2,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T-2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T-2, , , , , , ,1,1,1,1,1,0,9, ,6
1,57,8,1,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,TELEKOM,T2,TELEMACH, , , , , , , ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SIOL, , , , , , , , , ,1,0,0,0,0,0,1, ,1
1,59,8,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,Telekom,A1, , , , , , , , ,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Telwkom,A1, , , , , , , , ,1,1,1,1,0,0,1, ,1
2,59,7,2,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,telekom,t2,hot mobil,a1, , , , , , ,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,t2,telekom,a1, , , , , , , ,1,1,0,1,0,0,1, ,4
2,60,8,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,a1,t2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,a1,t2, , , , , , ,1,1,1,1,1,0,1, ,3
2,67,8,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Telemach,Telekom,A1,T2,HOT,BOB, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,T-2,A1,Telekom,Total tv, , , , , ,1,1,1,1,1,0,9, ,6
2,71,10,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,TELEKOM SLOVENIJE,TELEMACH,t2,hot,bob,izi,a1, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,TELEKOM SLOVENIJE,TELEMACH,total,a1, , , , , , ,1,1,1,1,1,0,1, ,1
2,67,1,2,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,T2,Telekom, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Telemah, , , , , , , ,1,1,1,1,1,0,9, ,2
1,71,4,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,t2,a1,telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,a1,t2,telemach,telekom, , , , , , ,1,1,1,1,1,0,9, ,3
1,56,4,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Telemach,Telekom,A1,T2,Hofer,Bob, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telekom,Telemah, , , , , , ,1,1,1,1,1,0,1, ,4
2,29,3,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,1,1,0,2, ,4
1,30,2,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telemach,Simobil,Hofer,T2,Bob,Telekom, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Simobil,T2,Telekom, , , , , , ,1,1,1,1,1,0,2, ,3
2,29,4,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,izimobil,telemach,telekom,a1, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,TELEMACH,TELEKOM,a1,t2, , , , , , ,1,1,1,1,1,0,9, ,1
1,16,8,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,HoferTelekom,Telekom slovenije,A1, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telemach,A1, , , , , , , ,1,1,1,1,1,0,3, ,3
1,24,11,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Zyzyt,Zahyhy,Ahhshyhs, , , , , , , ,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8sisud,Szzsts,Txt rv,Ybhyyg, , , , , , ,0,1,0,0,0,0,1, ,4
1,19,1,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Hofer,T2,Telekom Slovenija,Telemach,A1,BOB, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,T2,Telemach,Telekom Slovenije,A1,Horizon,Hofer, , , , ,1,1,1,1,0,0,4, ,4
2,26,8,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,9, ,6
2,19,12,8,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,Twlwkom,Twlemaxh,Bob,Izi,A1,T2,Hot, , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Elta,Telwmaxh,Telekom,A1,T2, , , , , ,1,1,1,1,0,0,9, ,6
1,26,2,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,T2,Telekom,Telemach,A1,Bob,izi mobil, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,a1,t2,telemach,telekom,ario, , , , , ,1,1,1,1,1,0,9, ,3
2,17,4,1,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Moj Telekom,Telemach,A1,Telekom Slovenije,Big Bang, , , , , ,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,Hot Telekom,Telemach,Telekom Slovenije,A1,T-2,MegaTel,Elstik,Iskon,kabelnet,Totaltv,1,0,0,0,0,0,3, ,3
2,29,7,3,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Mobitel,Telemach,Bob,Izi mobil, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,3, ,1
2,27,6,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,BOB,A1,TELEKOM,TELEMACH,SPAR, , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,BOB,A1,TELEMACH,TELEKOM,SPAR, , , , , ,1,1,1,1,0,0,5, ,3
