Demo_spol,Demo_starost,Demo_regija,D11,S2,Q0B4_r1,Q0B4_r2,Q0B4_r3,Q0B4_r4,Q0B3,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1a_11,Q1a_1_other,Q1a_2_other,Q1a_3_other,Q1a_4_other,Q1a_5_other,Q1a_6_other,Q1a_7_other,Q1a_8_other,Q1a_9_other,Q1a_10_other,Q2a_1,Q2a_2,Q2a_3,Q2a_4,Q2a_5,Q2a_6,Q2a_7,Q2a_8,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1b_9,Q1b_10,Q1b_11,Q1b_1_other,Q1b_2_other,Q1b_3_other,Q1b_4_other,Q1b_5_other,Q1b_6_other,Q1b_7_other,Q1b_8_other,Q1b_9_other,Q1b_10_other,Q2b_1,Q2b_2,Q2b_3,Q2b_4,Q2b_5,Q2b_6,PREFmobilni,PREFmobilni_8_other,PREFfix
2,68,8,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,0,0,0,Telekom,Telemach,A1,T2,Bob,Hofer,Spar,A1, , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,Tekekom,Telemsch,T2,A1,Hofer,Bob,Spar, , , ,1,1,1,1,1,0,1, ,1
1,45,11,4,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Bob,Izi,T2,Hot, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,A1,T2,Telemach,Amis,Siol,Total, , , , ,1,1,1,1,1,0,5, ,4
2,20,7,8,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,9, ,3
1,71,3,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,0,3, ,3
2,45,1,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,0,0,9, ,6
1,59,2,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,telemach,a1,telekom, , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,telemach,a1,telekom, , , , , , , ,1,1,1,1,0,0,9, ,3
2,63,8,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,TELEKOM,T2,TUŠMOBILE,TELEMACH,A1,IZIMOBILE, , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,TELEKOM,TELEMACH,SIOL, , , , , , ,1,1,1,1,0,0,4, ,4
1,22,1,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,telekom,t2,a1,telemach, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,telemach,t2, , , , , , ,1,1,1,1,1,0,1, ,1
2,47,8,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,telemch,telecom,T2,A1, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemach,telecom,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
2,43,1,4,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,telekom,hofer,telemach,A1, , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,TELEKOM,TELEMACH, , , , , , , , ,1,1,1,0,0,0,1, ,1
1,30,9,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Bob,A1,Telemach,Telekom,Hot, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,Telekom,A1, , , , , , ,1,1,1,1,1,0,5, ,1
1,57,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Spar mobil,Me2,Izi,bob,Hofer telekom,telemah,Telekom Slovenije,Simobil,A1, ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,telemah,telekom,A1,T2,Hofer telekomSimobil, , , , , ,1,1,1,1,1,0,3, ,3
1,38,8,2,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,A1,bob,hot hofer, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telekom Slovenije,A1,Telemach, , , , , , , ,1,1,1,1,1,0,1, ,1
1,51,4,3,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,telemach,a1, , , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,siol,t2, , , , , , , ,1,1,1,1,0,0,3, ,3
2,53,11,3,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Hofer,Telekom,A1,Telemah,T2, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,T2, , , , , , , ,1,1,1,1,0,0,1, ,1
1,42,2,5,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,a1,telemach,t2,telekom,hot,bob,spar, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemach,a1,t2,telekom, , , , , , ,1,1,1,1,1,0,3, ,3
1,69,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Siol,T2,Telemach, , , , , , , ,1,1,1,1,0,0,9, ,6
1,39,8,4,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,telekom,telemach, , , , , , , , ,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,telekom,telemach, , , , , , , , ,1,1,1,1,0,0,9, ,6
1,24,11,1,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Bob,Telekom Slovenije,Telemach,T2,Re:do,A1, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,Telemach,A1,Total tv, , , , , ,1,1,1,1,1,0,5, ,2
1,65,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,MOBITEL,SIMOBIL,A1,T2,TELEKOM,TELEMAH, , , , ,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,TELEKOM,T-2,A*1,SIMOBIL,TELEMAH, , , , , ,1,1,1,1,0,0,9, ,6
2,42,12,7,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Telemah,Hofer,Tuš,T2, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,A1,T2,Telekom,Telemah,Elta,Proteus,Tušmobil,Hofer,Bob, ,1,1,1,1,0,0,1, ,1
2,44,8,4,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Mobitel,A1,Tus mobil, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,T2, , , , , , , ,1,1,1,1,0,0,1, ,1
1,62,12,5,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,T2,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,T1, , , , , , , ,1,1,1,1,1,0,1, ,2
1,55,11,5,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,t21,a1,telemach,mobitel,bob,hofer, , , , ,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,t21,a1,telemach,mobitel,bob,hofer, , , , ,1,1,1,1,0,0,3, ,3
1,38,9,4,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Mobitel,Telemach, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Telemach, , , , , , , ,1,1,1,1,1,0,2, ,2
1,68,2,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,telemach,t-2,telekom,a1,hofer, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telemach,T2,a1,telekom, , , , , , ,1,1,1,1,1,0,3, ,3
1,33,12,3,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,Telemah,A1, , , , , , , , ,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telemah, , , , , , , , , ,1,1,1,1,0,0,1, ,3
1,26,5,8,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Siol,Hofer, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,Siol t2, , , , , , ,1,1,1,1,1,0,3, ,3
1,57,4,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,T2,A1,Simobil, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T2,Simobil, , , , , ,1,1,1,1,1,0,6, ,1
2,42,3,3,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,A1,Telekom, , , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,1,1,1,1,0,1, ,1
2,58,8,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,telekom,telemach,a1, , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,telekom,telemach,a1, , , , , , , ,1,1,1,1,0,0,2, ,1
1,67,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,telekom,a1,telemach,hot,tuš, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,telekom,telemach,HOt,A1,T2, , , , , ,1,1,1,1,1,0,1, ,3
1,66,4,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,Hofer,Spar,A1, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,0,0,3, ,3
1,66,9,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,TELEKOM,T-2,A1,TELEMACH, , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T-2, , , , , , , , , ,1,1,1,1,0,0,4, ,4
1,62,9,9,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,telekom,telemach,a1,hot,izi,bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,t2,a1, , , , , , ,1,1,1,1,0,0,1, ,1
2,29,8,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,hotmobil,telemach,telekom,bobmobil,T2, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemach,telekom,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,3
1,42,9,6,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom, , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,a1, , , , , , ,1,1,1,1,0,0,2, ,3
1,35,5,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Telemach,A1, , , , , , ,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Total tv,A1,T2, , , , , , , ,0,0,0,1,1,0,4, ,4
1,57,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,telekom,a1,teklemah,hot,bob, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,telemah,t2, , , , , , ,1,1,1,1,1,0,1, ,1
1,28,8,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,a1,telekom,t2,redo, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,a1,telemach,telekom,t2, , , , , , ,1,1,1,1,0,0,7, ,2
2,27,1,1,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Bob,HoferHot,Telemach,Telekom,A1, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,3
2,51,3,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,a1,telekom,telemach,hot hofer, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telemach,telekom,a1, , , , , , , ,0,1,1,1,1,0,2, ,3
1,56,8,4,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,mobitel,spar,telekom,a1,bob,t.2, , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,t2, , , , , , , ,1,1,1,1,1,0,5, ,4
1,37,4,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Hot,Telemach,A1,Telekom,Bob, , , , , ,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,A1, , , , , , , ,1,1,1,1,1,0,6, ,6
2,47,9,8,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,0,0,1, ,1
1,25,6,3,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,Telekom Slovenije,Hot,Spar mobile,BOB,Telemach,A1,T-2, , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,HOT,Telekom Slovenije,T2,A1,telemach, , , , , ,1,1,1,1,0,0,6, ,1
2,33,2,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,a1,t2,telekom,telemach,sparmobile, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,t2,a1,telemach, , , , , , , ,1,1,1,1,1,0,3, ,1
2,60,8,9,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,A1,TELEKOM SLOVENIJE,TELEMACH,T2,IZI,BOB,HOT, , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,A1,TELEKOM SLOVENIJE,TELEMACH,T2,TOTAL, , , , , ,1,1,1,1,1,0,2, ,2
1,61,11,8,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,telekom,a1, , , , , , , , ,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,telekom,a1, , , , , , , , ,1,1,0,1,1,0,1, ,6
1,25,8,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Bob,A1,Hofer,T-2,Telekom,Telemach, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T-2,A1,Telekom,Telemach, , , , , , ,1,1,1,1,1,0,5, ,2
2,61,1,2,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,T2,Telekom, , , , , , ,1,1,1,1,1,0,2, ,2
1,25,8,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Simobil,Mobitel,Telemach,A1,Bob, , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,Telemach,A1,Simobil,Mobitel,Bob,Siol, , , , ,1,1,1,1,0,0,3, ,3
1,68,1,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,0,3, ,3
2,67,12,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,T2,Telemach,Telekom,Bob,Simobil,Sparmobil,Hot,A1, , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Telemach,A1, , , , , , ,1,1,1,1,1,0,9, ,4
1,70,8,2,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,telemah,telekom,a1,t2,bob,hofer, , , , ,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,t2,telekom,telemah, , , , , , , ,1,0,1,1,1,0,1, ,3
2,20,2,1,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,Telemach,Telekom, , , , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Telekom slovenije, , , , , , , , , ,1,1,1,1,1,0,3, ,1
1,29,9,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,telemach,hofer mobil,telekom slovenija,a1,bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemach,t2,a1,telekom slovenija, , , , , , ,1,1,1,1,1,0,2, ,3
1,27,4,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,A1,T2,Telemach,Spar mobil,Telekom,Bob,Hofer, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telekom,Telemach, , , , , , ,1,1,1,1,1,0,2, ,4
2,44,8,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,T2,Hofer,Bob,Telekom,Telemach, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,T2,A1,Telekom,Telemach,Hofer,Bob, , , , ,1,1,1,1,1,0,2, ,4
2,52,9,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,a1,telemah,telekom,t2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,a1,telekom,telemah, , , , , , , ,1,1,1,1,0,0,1, ,6
1,65,5,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,a1,siol,bob, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,telekom,elstik,siol,a1,telemach, , , , , ,1,1,1,1,1,0,5, ,1
1,34,2,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,a1,t2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,t2,telemach,a1, , , , , , ,1,1,1,1,1,0,1, ,1
2,20,9,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,T2,A1,Telekom, , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,A1,T2,Telekom, , , , , , , ,1,1,0,1,0,0,2, ,2
1,24,11,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,a1,telekom,telemach,bob,izi, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,a1,t2,telekom,telemach,bob, , , , , ,1,1,1,1,1,0,3, ,4
1,28,2,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Hofer,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
1,33,4,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,T2,Hot, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,Telekom,A1, , , , , , ,1,1,1,1,1,0,5, ,3
1,23,9,4,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,T2,Telemach,A1, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telemach,A1, , , , , , , ,1,1,1,1,0,0,3, ,3
1,51,8,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,T2,A1,Telemach, , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,Telekom,A1, , , , , , ,1,1,1,1,0,0,4, ,4
2,47,5,9,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,Telemach,Bob,Hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemah,A1,T2,Total TV, , , , , ,1,1,1,1,1,0,1, ,1
1,41,8,5,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T2, , , , , , ,1,1,1,1,1,0,1, ,1
2,38,9,2,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telemach,A1,Telekom,Bob,Hofer,Izi mobil, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Siol,T2,Telemach,Telekom, , , , , , ,1,1,1,1,0,0,3, ,3
1,50,7,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,T2,A1,Hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telemach,a1,t2, , , , , , , ,1,1,1,1,0,0,2, ,1
2,29,2,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,0,0,3, ,3
2,55,2,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,Telekom,A1, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T2, , , , , , ,1,1,1,1,0,0,3, ,3
1,42,8,4,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,Hot,A1, , , , , , , , ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,0,0,0,0,0,6, ,1
2,66,3,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,T2,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,T2,A1, , , , , , , ,1,1,1,1,1,0,1, ,1
2,49,9,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,a1,telemach,mobitel,t2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telemach,a1,t2, , , , , , , ,1,1,1,1,1,0,5, ,3
2,73,2,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,0,0,3, ,3
1,33,6,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T2,Redo, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,3
2,53,4,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,a1,telemach,t2,telekom, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,a1,telekom,telemach,t2, , , , , , ,1,1,1,1,1,0,2, ,2
1,64,12,9,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,T2,Telemach,Telekom,A1,Hot,Easy,Bob, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Telekom, , , , , , ,1,1,1,1,1,0,3, ,3
2,48,8,4,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,T2, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,siol,Telekom, , , , , , ,1,1,1,1,0,0,2, ,6
2,48,8,4,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,0,0,3, ,3
2,54,1,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,telemach,A1,telekom,bob, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telemach,A1,telekom, , , , , , , ,1,1,1,1,1,0,2, ,2
1,55,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,Hofer Telekom,Simobil,T2,Telekom,Izimobil,Bob,Tušmobil, , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Hofer Telekom,Telekom,T2,A1, , , , , , ,0,1,1,1,1,0,6, ,3
1,64,9,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telekom,Telemach, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,T2,A1,Telekom,Telemach,Dggs,Rdga,Ewrg,Dswwe,Kjhgdwt,Fguhvdt,1,1,1,1,1,0,4, ,4
1,59,2,7,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Telekom,A1, , , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Telemach, , , , , , , ,1,1,0,1,1,0,1, ,1
1,56,4,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,Telemach,Telekom Slovenije,A1,T-2,Hot Hofer,Bob,Izimobil,Sparmobil, , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,Telemach,A1,Telekom Slovenije,T-2,Hot Hofer,Bob,Total Tv, , , ,1,1,1,1,1,0,3, ,2
1,44,11,8,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Hot,T2,Telemach,Bob,Izi,Sparmobil, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,Hot,T2,A1,Telemach,Telekom,Voyo,Izi,Bob, , ,1,1,1,1,1,0,6, ,4
1,51,9,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Telekom,Telemach,A1,T2,Hot,Spar,Bob,Mercator, , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,Telemach,A1, , , , , , ,1,1,1,1,1,0,3, ,3
2,54,8,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T-2,Hot.si, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T-2,A1, , , , , , ,1,1,1,1,0,0,3, ,3
